,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Year,Month_Year
12059,Bengaluru,27,Gold,Entertainment,M,224493, India,Jul,2014,Jul 2014
12060,Bengaluru,8,Platinum,Food,F,271195, India,May,2015,May 2015
12061,Ahmedabad,30,Gold,Grocery,F,281372, India,Nov,2014,Nov 2014
12062,Bengaluru,20,Silver,Entertainment,F,293844, India,Dec,2014,Dec 2014
12063,Ahmedabad,21,Platinum,Grocery,F,12601, India,Feb,2014,Feb 2014
12064,Ahmedabad,24,Silver,Food,M,241422, India,Dec,2014,Dec 2014
12065,Ahmedabad,4,Signature,Food,M,110628, India,Oct,2014,Oct 2014
12066,Delhi,2,Gold,Fuel,F,28547, India,Mar,2015,Mar 2015
12067,Ahmedabad,6,Silver,Grocery,M,130901, India,Jun,2014,Jun 2014
12068,Delhi,17,Silver,Food,F,178556, India,Nov,2014,Nov 2014
12069,Greater Mumbai,21,Platinum,Fuel,F,228723, India,Apr,2014,Apr 2014
12070,Bengaluru,10,Platinum,Food,M,183422, India,Dec,2014,Dec 2014
12071,Ahmedabad,26,Signature,Bills,F,179285, India,Dec,2014,Dec 2014
12072,Delhi,21,Signature,Fuel,M,101605, India,Mar,2015,Mar 2015
12073,Bengaluru,24,Silver,Grocery,F,19467, India,Dec,2014,Dec 2014
12074,Delhi,8,Signature,Grocery,F,43870, India,Feb,2015,Feb 2015
12075,Greater Mumbai,15,Signature,Bills,F,165527, India,Jan,2014,Jan 2014
12076,Bengaluru,19,Signature,Food,M,145368, India,Feb,2014,Feb 2014
12077,Delhi,9,Signature,Food,M,102940, India,Apr,2015,Apr 2015
12078,Delhi,26,Signature,Fuel,M,231638, India,Dec,2014,Dec 2014
12079,Greater Mumbai,9,Gold,Food,M,295810, India,Dec,2014,Dec 2014
12080,Bengaluru,24,Gold,Fuel,F,186207, India,Feb,2015,Feb 2015
12081,Greater Mumbai,15,Silver,Food,M,259903, India,Oct,2013,Oct 2013
12082,Delhi,3,Signature,Entertainment,M,129332, India,Oct,2014,Oct 2014
12083,Delhi,15,Silver,Entertainment,F,67579, India,Jan,2015,Jan 2015
12084,Greater Mumbai,10,Gold,Entertainment,M,129959, India,Sep,2014,Sep 2014
12085,Delhi,23,Silver,Fuel,M,67047, India,May,2015,May 2015
12086,Ahmedabad,7,Silver,Food,F,254019, India,Dec,2013,Dec 2013
12087,Greater Mumbai,2,Signature,Food,M,90271, India,Nov,2013,Nov 2013
12088,Delhi,13,Signature,Entertainment,F,189793, India,Dec,2013,Dec 2013
12089,Delhi,28,Silver,Entertainment,F,135688, India,Dec,2014,Dec 2014
12090,Greater Mumbai,11,Gold,Bills,F,251244, India,Feb,2014,Feb 2014
12091,Bengaluru,1,Platinum,Food,F,198800, India,Nov,2014,Nov 2014
12092,Greater Mumbai,3,Signature,Food,F,188195, India,Jan,2015,Jan 2015
12093,Bengaluru,6,Platinum,Food,F,123752, India,Nov,2013,Nov 2013
12094,Ahmedabad,18,Silver,Bills,M,110755, India,Apr,2015,Apr 2015
12095,Ahmedabad,17,Platinum,Fuel,M,168815, India,Apr,2014,Apr 2014
12096,Ahmedabad,11,Gold,Entertainment,F,224525, India,Nov,2014,Nov 2014
12097,Bengaluru,9,Platinum,Entertainment,F,224795, India,Jul,2014,Jul 2014
12098,Delhi,17,Silver,Bills,F,270558, India,Jan,2015,Jan 2015
12099,Greater Mumbai,15,Signature,Entertainment,F,282698, India,Dec,2013,Dec 2013
12100,Greater Mumbai,27,Gold,Fuel,F,297158, India,Apr,2014,Apr 2014
12101,Greater Mumbai,2,Silver,Fuel,F,128914, India,Mar,2015,Mar 2015
12102,Bengaluru,5,Platinum,Fuel,F,170863, India,Jan,2015,Jan 2015
12103,Ahmedabad,3,Gold,Entertainment,F,1844, India,Nov,2013,Nov 2013
12104,Greater Mumbai,18,Signature,Fuel,F,122519, India,Apr,2015,Apr 2015
12105,Ahmedabad,18,Platinum,Grocery,F,130626, India,Oct,2013,Oct 2013
12106,Delhi,7,Gold,Food,F,1350, India,Apr,2015,Apr 2015
12107,Ahmedabad,7,Silver,Entertainment,M,188283, India,May,2014,May 2014
12108,Ahmedabad,30,Signature,Entertainment,F,101551, India,Mar,2015,Mar 2015
12109,Greater Mumbai,7,Silver,Bills,F,226491, India,Feb,2015,Feb 2015
12110,Delhi,19,Gold,Entertainment,F,105230, India,Dec,2013,Dec 2013
12111,Bengaluru,8,Silver,Bills,F,251935, India,Feb,2014,Feb 2014
12112,Greater Mumbai,15,Gold,Fuel,F,57748, India,Sep,2014,Sep 2014
12113,Delhi,11,Gold,Entertainment,F,213707, India,Mar,2015,Mar 2015
12114,Greater Mumbai,3,Silver,Food,M,270276, India,Nov,2013,Nov 2013
12115,Ahmedabad,20,Gold,Entertainment,M,113919, India,Feb,2015,Feb 2015
12116,Ahmedabad,15,Signature,Grocery,M,61661, India,May,2015,May 2015
12117,Delhi,3,Signature,Bills,M,70520, India,Oct,2014,Oct 2014
12118,Ahmedabad,14,Platinum,Bills,F,196929, India,Jan,2015,Jan 2015
12119,Delhi,22,Silver,Fuel,F,231681, India,Feb,2014,Feb 2014
12120,Bengaluru,26,Gold,Fuel,M,88526, India,Jul,2014,Jul 2014
12121,Ahmedabad,15,Silver,Food,F,94891, India,Nov,2014,Nov 2014
12122,Ahmedabad,9,Silver,Fuel,M,150471, India,Apr,2014,Apr 2014
12123,Greater Mumbai,12,Silver,Entertainment,F,26448, India,Mar,2015,Mar 2015
12124,Delhi,4,Signature,Bills,M,139483, India,Jan,2015,Jan 2015
12125,Greater Mumbai,8,Gold,Bills,M,37587, India,Dec,2013,Dec 2013
12126,Delhi,17,Silver,Food,F,137266, India,Nov,2013,Nov 2013
12127,Ahmedabad,22,Silver,Entertainment,M,92527, India,Feb,2015,Feb 2015
12128,Bengaluru,8,Silver,Entertainment,F,192670, India,Feb,2014,Feb 2014
12129,Delhi,1,Platinum,Entertainment,F,265220, India,Nov,2014,Nov 2014
12130,Delhi,26,Platinum,Bills,F,17930, India,Jan,2015,Jan 2015
12131,Delhi,7,Signature,Food,M,252276, India,Jan,2014,Jan 2014
12132,Ahmedabad,28,Gold,Grocery,F,73098, India,Apr,2014,Apr 2014
12133,Greater Mumbai,19,Silver,Food,M,79147, India,Apr,2015,Apr 2015
12134,Delhi,20,Gold,Grocery,M,176663, India,Oct,2014,Oct 2014
12135,Greater Mumbai,25,Silver,Food,F,113869, India,Mar,2014,Mar 2014
12136,Delhi,13,Signature,Food,F,199131, India,Feb,2014,Feb 2014
12137,Delhi,31,Gold,Food,F,230904, India,Mar,2014,Mar 2014
12138,Delhi,22,Silver,Food,M,166395, India,Jul,2014,Jul 2014
12139,Greater Mumbai,4,Silver,Grocery,M,140457, India,Sep,2014,Sep 2014
12140,Greater Mumbai,20,Signature,Food,F,293741, India,Dec,2013,Dec 2013
12141,Ahmedabad,12,Platinum,Entertainment,M,222396, India,Aug,2014,Aug 2014
12142,Delhi,9,Signature,Bills,M,215294, India,Jan,2014,Jan 2014
12143,Ahmedabad,14,Signature,Grocery,M,164958, India,Aug,2014,Aug 2014
12144,Delhi,10,Platinum,Grocery,M,236187, India,Feb,2015,Feb 2015
12145,Greater Mumbai,19,Gold,Grocery,M,24753, India,Nov,2013,Nov 2013
12146,Greater Mumbai,8,Platinum,Grocery,M,170174, India,Nov,2013,Nov 2013
12147,Delhi,7,Platinum,Grocery,F,11811, India,Feb,2014,Feb 2014
12148,Ahmedabad,1,Platinum,Bills,M,8498, India,Feb,2014,Feb 2014
12149,Delhi,31,Gold,Food,F,41506, India,Dec,2013,Dec 2013
12150,Ahmedabad,14,Platinum,Bills,F,161821, India,Feb,2015,Feb 2015
12151,Delhi,1,Signature,Grocery,M,7400, India,Jan,2014,Jan 2014
12152,Delhi,24,Platinum,Food,F,54865, India,Jan,2014,Jan 2014
12153,Delhi,7,Gold,Fuel,F,52777, India,Aug,2014,Aug 2014
12154,Delhi,6,Gold,Grocery,M,248710, India,May,2015,May 2015
12155,Bengaluru,30,Platinum,Entertainment,F,3928, India,Jan,2015,Jan 2015
12156,Delhi,24,Platinum,Bills,F,276608, India,Apr,2015,Apr 2015
12157,Greater Mumbai,21,Silver,Grocery,F,216583, India,Aug,2014,Aug 2014
12158,Ahmedabad,25,Gold,Fuel,F,215907, India,Oct,2014,Oct 2014
12159,Ahmedabad,10,Silver,Food,F,231266, India,Dec,2014,Dec 2014
12160,Bengaluru,20,Gold,Entertainment,F,270198, India,May,2014,May 2014
12161,Ahmedabad,1,Gold,Fuel,M,211621, India,Apr,2015,Apr 2015
12162,Ahmedabad,24,Gold,Grocery,M,233648, India,Dec,2013,Dec 2013
12163,Delhi,6,Signature,Bills,M,290239, India,Apr,2014,Apr 2014
12164,Ahmedabad,31,Silver,Fuel,F,185758, India,Jan,2014,Jan 2014
12165,Delhi,21,Platinum,Bills,M,222789, India,Aug,2014,Aug 2014
12166,Delhi,12,Signature,Grocery,F,276758, India,Nov,2014,Nov 2014
12167,Delhi,2,Signature,Grocery,M,15613, India,Oct,2014,Oct 2014
12168,Greater Mumbai,12,Platinum,Grocery,F,128863, India,Jan,2014,Jan 2014
12169,Delhi,29,Signature,Bills,M,115603, India,Mar,2014,Mar 2014
12170,Greater Mumbai,6,Silver,Entertainment,M,28913, India,Nov,2014,Nov 2014
12171,Bengaluru,15,Signature,Fuel,M,41147, India,Nov,2013,Nov 2013
12172,Greater Mumbai,24,Platinum,Grocery,F,194768, India,Jan,2015,Jan 2015
12173,Delhi,18,Platinum,Grocery,F,205265, India,Jan,2015,Jan 2015
12174,Greater Mumbai,21,Gold,Grocery,M,41848, India,Nov,2013,Nov 2013
12175,Delhi,5,Signature,Grocery,M,117848, India,Oct,2014,Oct 2014
12176,Bengaluru,3,Platinum,Food,F,172681, India,Nov,2014,Nov 2014
12177,Bengaluru,27,Silver,Grocery,M,262641, India,Aug,2014,Aug 2014
12178,Delhi,10,Signature,Grocery,M,75247, India,Sep,2014,Sep 2014
12179,Greater Mumbai,7,Signature,Entertainment,F,137341, India,Sep,2014,Sep 2014
12180,Bengaluru,7,Platinum,Bills,F,61758, India,Sep,2014,Sep 2014
12181,Delhi,28,Silver,Fuel,F,288445, India,Jan,2014,Jan 2014
12182,Greater Mumbai,8,Platinum,Fuel,M,290925, India,Feb,2015,Feb 2015
12183,Delhi,27,Signature,Entertainment,M,33392, India,Feb,2014,Feb 2014
12184,Delhi,12,Gold,Bills,M,168253, India,Sep,2014,Sep 2014
12185,Ahmedabad,15,Signature,Fuel,M,287269, India,Oct,2013,Oct 2013
12186,Greater Mumbai,3,Silver,Fuel,F,186958, India,Mar,2014,Mar 2014
12187,Greater Mumbai,9,Signature,Entertainment,M,49514, India,Jul,2014,Jul 2014
12188,Greater Mumbai,2,Signature,Entertainment,M,67168, India,Jul,2014,Jul 2014
12189,Bengaluru,26,Gold,Fuel,M,12590, India,May,2015,May 2015
12190,Bengaluru,27,Signature,Food,M,181810, India,May,2014,May 2014
12191,Bengaluru,29,Platinum,Grocery,F,76912, India,Jan,2015,Jan 2015
12192,Ahmedabad,2,Signature,Fuel,M,224056, India,Dec,2014,Dec 2014
12193,Delhi,28,Gold,Grocery,F,281136, India,Dec,2014,Dec 2014
12194,Delhi,19,Gold,Bills,M,141172, India,Apr,2015,Apr 2015
12195,Greater Mumbai,2,Signature,Bills,M,70617, India,Oct,2014,Oct 2014
12196,Greater Mumbai,2,Platinum,Grocery,M,234502, India,Aug,2014,Aug 2014
12197,Bengaluru,26,Silver,Entertainment,F,142791, India,Dec,2014,Dec 2014
12198,Bengaluru,17,Signature,Grocery,M,179188, India,Dec,2013,Dec 2013
12199,Delhi,30,Platinum,Entertainment,F,251874, India,Sep,2014,Sep 2014
12200,Bengaluru,14,Silver,Food,F,173068, India,Dec,2013,Dec 2013
12201,Delhi,28,Signature,Entertainment,F,136974, India,Oct,2013,Oct 2013
12202,Ahmedabad,12,Signature,Food,F,252661, India,Dec,2013,Dec 2013
12203,Bengaluru,30,Silver,Entertainment,F,37470, India,Jan,2014,Jan 2014
12204,Greater Mumbai,31,Signature,Fuel,M,113250, India,Mar,2015,Mar 2015
12205,Bengaluru,22,Signature,Entertainment,F,250103, India,Sep,2014,Sep 2014
12206,Ahmedabad,21,Signature,Grocery,F,133964, India,Dec,2014,Dec 2014
12207,Greater Mumbai,12,Platinum,Entertainment,F,121882, India,Jul,2014,Jul 2014
12208,Delhi,22,Silver,Food,M,97902, India,Apr,2014,Apr 2014
12209,Delhi,8,Platinum,Bills,F,274734, India,Jun,2014,Jun 2014
12210,Ahmedabad,25,Gold,Fuel,M,174256, India,Nov,2014,Nov 2014
12211,Ahmedabad,14,Signature,Fuel,M,141254, India,Jan,2015,Jan 2015
12212,Ahmedabad,9,Gold,Grocery,F,56117, India,May,2014,May 2014
12213,Greater Mumbai,31,Silver,Fuel,M,68866, India,Oct,2014,Oct 2014
12214,Bengaluru,24,Platinum,Entertainment,M,206381, India,Jan,2014,Jan 2014
12215,Delhi,15,Silver,Fuel,F,53903, India,Dec,2013,Dec 2013
12216,Delhi,19,Silver,Fuel,M,23271, India,Dec,2013,Dec 2013
12217,Greater Mumbai,11,Signature,Entertainment,M,1240, India,Jan,2015,Jan 2015
12218,Ahmedabad,21,Platinum,Grocery,F,191537, India,Feb,2014,Feb 2014
12219,Bengaluru,24,Platinum,Fuel,M,108465, India,Nov,2013,Nov 2013
12220,Ahmedabad,31,Gold,Grocery,F,75608, India,Jan,2014,Jan 2014
12221,Greater Mumbai,2,Silver,Fuel,F,186193, India,Feb,2015,Feb 2015
12222,Bengaluru,31,Gold,Bills,F,12192, India,Oct,2013,Oct 2013
12223,Bengaluru,30,Platinum,Grocery,M,226403, India,Jan,2014,Jan 2014
12224,Bengaluru,20,Signature,Grocery,M,70664, India,Oct,2014,Oct 2014
12225,Delhi,26,Gold,Food,F,38762, India,Jun,2014,Jun 2014
12226,Greater Mumbai,25,Signature,Grocery,F,188168, India,Mar,2015,Mar 2015
12227,Bengaluru,3,Signature,Bills,F,126353, India,Apr,2015,Apr 2015
12228,Greater Mumbai,13,Platinum,Fuel,F,21307, India,Jul,2014,Jul 2014
12229,Bengaluru,18,Platinum,Food,F,185517, India,Jun,2014,Jun 2014
12230,Delhi,8,Gold,Fuel,M,48863, India,May,2014,May 2014
12231,Ahmedabad,10,Platinum,Fuel,M,198741, India,Dec,2013,Dec 2013
12232,Greater Mumbai,5,Silver,Grocery,F,262898, India,Nov,2013,Nov 2013
12233,Delhi,4,Platinum,Entertainment,M,237165, India,Oct,2013,Oct 2013
12234,Bengaluru,19,Platinum,Food,M,25619, India,Dec,2013,Dec 2013
12235,Bengaluru,11,Signature,Entertainment,M,270610, India,Apr,2014,Apr 2014
12236,Ahmedabad,25,Silver,Bills,M,42511, India,Dec,2013,Dec 2013
12237,Greater Mumbai,12,Signature,Food,F,156017, India,Mar,2014,Mar 2014
12238,Delhi,8,Silver,Bills,M,200475, India,Jan,2015,Jan 2015
12239,Bengaluru,8,Gold,Bills,F,157978, India,Dec,2013,Dec 2013
12240,Greater Mumbai,28,Silver,Bills,F,199306, India,Mar,2015,Mar 2015
12241,Delhi,4,Signature,Fuel,M,51590, India,May,2014,May 2014
12242,Greater Mumbai,9,Silver,Food,M,246198, India,Jan,2014,Jan 2014
12243,Delhi,10,Gold,Bills,F,120543, India,May,2014,May 2014
12244,Delhi,11,Gold,Fuel,M,139841, India,May,2014,May 2014
12245,Delhi,14,Gold,Bills,F,220258, India,Sep,2014,Sep 2014
12246,Greater Mumbai,15,Gold,Food,M,132481, India,Jan,2014,Jan 2014
12247,Bengaluru,15,Silver,Grocery,M,61692, India,Dec,2014,Dec 2014
12248,Greater Mumbai,14,Platinum,Fuel,M,88082, India,May,2015,May 2015
12249,Delhi,12,Silver,Bills,F,174952, India,Jun,2014,Jun 2014
12250,Delhi,31,Signature,Grocery,M,209987, India,Mar,2014,Mar 2014
12251,Ahmedabad,22,Gold,Grocery,F,189119, India,May,2015,May 2015
12252,Bengaluru,11,Silver,Fuel,M,255656, India,Jan,2014,Jan 2014
12253,Bengaluru,4,Platinum,Bills,M,121667, India,Aug,2014,Aug 2014
12254,Ahmedabad,9,Silver,Food,F,19608, India,Nov,2013,Nov 2013
12255,Bengaluru,14,Platinum,Grocery,F,217503, India,Nov,2014,Nov 2014
12256,Bengaluru,6,Signature,Entertainment,F,153348, India,Jul,2014,Jul 2014
12257,Ahmedabad,27,Gold,Bills,M,205550, India,Jan,2014,Jan 2014
12258,Greater Mumbai,25,Platinum,Grocery,F,107984, India,Feb,2014,Feb 2014
12259,Ahmedabad,16,Platinum,Grocery,M,77573, India,May,2015,May 2015
12260,Bengaluru,16,Silver,Bills,M,115115, India,Mar,2015,Mar 2015
12261,Ahmedabad,27,Platinum,Fuel,F,5099, India,Mar,2014,Mar 2014
12262,Bengaluru,26,Silver,Grocery,F,209839, India,Feb,2015,Feb 2015
12263,Greater Mumbai,10,Silver,Grocery,M,119345, India,Feb,2015,Feb 2015
12264,Ahmedabad,8,Silver,Bills,F,55064, India,Nov,2013,Nov 2013
12265,Delhi,3,Silver,Fuel,M,218150, India,Oct,2014,Oct 2014
12266,Delhi,1,Signature,Fuel,M,79090, India,Feb,2014,Feb 2014
12267,Delhi,13,Platinum,Entertainment,M,89747, India,Mar,2014,Mar 2014
12268,Bengaluru,23,Platinum,Fuel,M,261642, India,Nov,2013,Nov 2013
12269,Bengaluru,15,Signature,Bills,F,118536, India,Dec,2013,Dec 2013
12270,Greater Mumbai,8,Signature,Entertainment,F,232296, India,Nov,2014,Nov 2014
12271,Greater Mumbai,8,Silver,Bills,F,299784, India,Jan,2015,Jan 2015
12272,Bengaluru,12,Signature,Fuel,M,26752, India,Oct,2013,Oct 2013
12273,Ahmedabad,21,Silver,Bills,M,6528, India,Oct,2013,Oct 2013
12274,Bengaluru,24,Silver,Food,F,50498, India,Jan,2014,Jan 2014
12275,Bengaluru,22,Gold,Food,M,211011, India,Aug,2014,Aug 2014
12276,Delhi,13,Gold,Fuel,M,111650, India,Mar,2015,Mar 2015
12277,Greater Mumbai,10,Silver,Grocery,F,90839, India,Oct,2013,Oct 2013
12278,Greater Mumbai,6,Gold,Food,M,295234, India,Aug,2014,Aug 2014
12279,Ahmedabad,24,Platinum,Grocery,M,88517, India,Dec,2014,Dec 2014
12280,Greater Mumbai,13,Platinum,Fuel,F,246458, India,Aug,2014,Aug 2014
12281,Bengaluru,14,Signature,Entertainment,M,75792, India,Mar,2015,Mar 2015
12282,Ahmedabad,2,Platinum,Grocery,M,200492, India,Dec,2013,Dec 2013
12283,Delhi,15,Gold,Fuel,M,251900, India,Jan,2015,Jan 2015
12284,Delhi,29,Gold,Entertainment,F,200657, India,Sep,2014,Sep 2014
12285,Bengaluru,4,Signature,Bills,M,297255, India,Jul,2014,Jul 2014
12286,Greater Mumbai,6,Silver,Bills,M,288572, India,Jan,2014,Jan 2014
12287,Greater Mumbai,28,Platinum,Entertainment,M,133486, India,Jun,2014,Jun 2014
12288,Greater Mumbai,16,Platinum,Bills,F,56880, India,Oct,2014,Oct 2014
12289,Greater Mumbai,16,Gold,Bills,F,109118, India,Sep,2014,Sep 2014
12290,Greater Mumbai,12,Gold,Bills,M,84124, India,May,2015,May 2015
12291,Greater Mumbai,30,Gold,Grocery,F,135532, India,Oct,2014,Oct 2014
12292,Ahmedabad,19,Silver,Bills,F,237753, India,Dec,2013,Dec 2013
12293,Greater Mumbai,25,Gold,Food,M,294624, India,Dec,2013,Dec 2013
12294,Greater Mumbai,1,Silver,Grocery,M,245860, India,Aug,2014,Aug 2014
12295,Bengaluru,26,Gold,Fuel,F,107051, India,Dec,2013,Dec 2013
12296,Bengaluru,10,Gold,Entertainment,F,194659, India,May,2015,May 2015
12297,Ahmedabad,27,Signature,Food,F,250163, India,Apr,2014,Apr 2014
12298,Delhi,23,Gold,Food,F,9920, India,Dec,2013,Dec 2013
12299,Bengaluru,6,Platinum,Grocery,F,172280, India,Oct,2013,Oct 2013
12300,Bengaluru,27,Gold,Food,M,41404, India,Feb,2015,Feb 2015
12301,Bengaluru,13,Platinum,Fuel,F,11198, India,Nov,2013,Nov 2013
12302,Greater Mumbai,22,Silver,Food,F,226206, India,May,2015,May 2015
12303,Ahmedabad,6,Platinum,Food,M,236782, India,Jun,2014,Jun 2014
12304,Bengaluru,22,Silver,Fuel,M,42785, India,May,2015,May 2015
12305,Delhi,2,Gold,Food,F,159250, India,Mar,2015,Mar 2015
12306,Delhi,15,Signature,Entertainment,F,173450, India,Aug,2014,Aug 2014
12307,Delhi,13,Signature,Fuel,M,51582, India,Jun,2014,Jun 2014
12308,Ahmedabad,22,Signature,Grocery,M,82565, India,May,2014,May 2014
12309,Bengaluru,17,Silver,Food,M,99155, India,Mar,2015,Mar 2015
12310,Bengaluru,31,Platinum,Bills,M,274157, India,Oct,2014,Oct 2014
12311,Greater Mumbai,18,Gold,Grocery,M,153183, India,Apr,2014,Apr 2014
12312,Bengaluru,17,Silver,Fuel,M,59805, India,Sep,2014,Sep 2014
12313,Greater Mumbai,14,Gold,Entertainment,M,299597, India,Apr,2015,Apr 2015
12314,Bengaluru,13,Silver,Bills,F,97472, India,Jan,2014,Jan 2014
12315,Bengaluru,22,Signature,Fuel,M,107612, India,Mar,2014,Mar 2014
12316,Greater Mumbai,18,Gold,Bills,F,201219, India,Jan,2014,Jan 2014
12317,Delhi,5,Silver,Food,F,83196, India,Apr,2014,Apr 2014
12318,Bengaluru,27,Gold,Bills,F,43797, India,Sep,2014,Sep 2014
12319,Delhi,13,Signature,Grocery,M,195138, India,Jul,2014,Jul 2014
12320,Bengaluru,20,Platinum,Food,F,204089, India,Jan,2014,Jan 2014
12321,Ahmedabad,4,Silver,Entertainment,F,72100, India,Dec,2014,Dec 2014
12322,Ahmedabad,7,Silver,Fuel,M,130891, India,Aug,2014,Aug 2014
12323,Bengaluru,7,Gold,Entertainment,M,10931, India,Jun,2014,Jun 2014
12324,Ahmedabad,25,Platinum,Food,M,241088, India,Mar,2015,Mar 2015
12325,Bengaluru,28,Silver,Fuel,F,171709, India,Mar,2014,Mar 2014
12326,Bengaluru,29,Signature,Entertainment,F,135869, India,Dec,2014,Dec 2014
12327,Ahmedabad,23,Silver,Bills,M,65716, India,Dec,2013,Dec 2013
12328,Greater Mumbai,7,Signature,Grocery,F,84883, India,Jul,2014,Jul 2014
12329,Greater Mumbai,30,Signature,Bills,M,32221, India,Jul,2014,Jul 2014
12330,Delhi,12,Silver,Bills,F,117137, India,Oct,2014,Oct 2014
12331,Bengaluru,3,Silver,Food,F,151585, India,Mar,2014,Mar 2014
12332,Delhi,2,Silver,Grocery,M,22425, India,Nov,2014,Nov 2014
12333,Delhi,18,Signature,Grocery,M,39183, India,Oct,2013,Oct 2013
12334,Bengaluru,26,Platinum,Food,M,281474, India,Apr,2015,Apr 2015
12335,Delhi,1,Platinum,Entertainment,M,26019, India,May,2014,May 2014
12336,Bengaluru,1,Platinum,Food,M,12748, India,May,2015,May 2015
12337,Bengaluru,21,Platinum,Grocery,M,178523, India,Jun,2014,Jun 2014
12338,Greater Mumbai,13,Signature,Grocery,M,295781, India,Apr,2015,Apr 2015
12339,Greater Mumbai,3,Silver,Fuel,M,66086, India,Dec,2014,Dec 2014
12340,Ahmedabad,18,Gold,Bills,M,245768, India,Dec,2014,Dec 2014
12341,Bengaluru,11,Platinum,Entertainment,M,209406, India,Jan,2015,Jan 2015
12342,Greater Mumbai,20,Gold,Fuel,M,87638, India,May,2014,May 2014
12343,Delhi,9,Silver,Food,M,278793, India,Apr,2015,Apr 2015
12344,Delhi,4,Signature,Entertainment,M,240140, India,Aug,2014,Aug 2014
12345,Ahmedabad,23,Silver,Food,F,22050, India,Jun,2014,Jun 2014
12346,Bengaluru,18,Platinum,Food,F,7504, India,Jul,2014,Jul 2014
12347,Bengaluru,8,Platinum,Fuel,M,273690, India,Apr,2014,Apr 2014
12348,Greater Mumbai,17,Platinum,Grocery,F,134850, India,Oct,2013,Oct 2013
12349,Bengaluru,8,Platinum,Food,M,32812, India,May,2015,May 2015
12350,Ahmedabad,18,Signature,Bills,F,222885, India,Oct,2013,Oct 2013
12351,Bengaluru,16,Silver,Bills,F,31281, India,Dec,2013,Dec 2013
12352,Greater Mumbai,24,Platinum,Grocery,F,249069, India,Mar,2015,Mar 2015
12353,Delhi,16,Gold,Grocery,M,3999, India,Dec,2014,Dec 2014
12354,Delhi,21,Platinum,Grocery,F,23597, India,Feb,2014,Feb 2014
12355,Ahmedabad,7,Platinum,Food,M,25685, India,Oct,2013,Oct 2013
12356,Bengaluru,9,Platinum,Fuel,F,158261, India,Oct,2013,Oct 2013
12357,Bengaluru,20,Gold,Fuel,F,240997, India,Nov,2014,Nov 2014
12358,Greater Mumbai,29,Platinum,Food,F,134276, India,Mar,2015,Mar 2015
12359,Delhi,28,Signature,Fuel,F,194699, India,Jun,2014,Jun 2014
12360,Delhi,22,Signature,Grocery,M,192840, India,Jun,2014,Jun 2014
12361,Greater Mumbai,17,Gold,Grocery,M,155980, India,Jan,2014,Jan 2014
12362,Greater Mumbai,25,Signature,Grocery,M,138431, India,Mar,2014,Mar 2014
12363,Ahmedabad,23,Signature,Grocery,F,287520, India,Apr,2015,Apr 2015
12364,Delhi,2,Gold,Grocery,M,33564, India,Apr,2014,Apr 2014
12365,Bengaluru,10,Platinum,Entertainment,M,228254, India,Oct,2014,Oct 2014
12366,Delhi,20,Silver,Bills,M,97365, India,Feb,2014,Feb 2014
12367,Greater Mumbai,13,Platinum,Food,F,233445, India,Jan,2014,Jan 2014
12368,Ahmedabad,3,Signature,Fuel,F,232853, India,Nov,2014,Nov 2014
12369,Bengaluru,14,Signature,Grocery,F,258512, India,Nov,2014,Nov 2014
12370,Bengaluru,25,Gold,Food,M,196772, India,Jul,2014,Jul 2014
12371,Bengaluru,13,Signature,Entertainment,M,271916, India,Oct,2013,Oct 2013
12372,Ahmedabad,24,Signature,Food,M,140763, India,Jul,2014,Jul 2014
12373,Greater Mumbai,26,Silver,Fuel,M,134321, India,Sep,2014,Sep 2014
12374,Greater Mumbai,9,Silver,Entertainment,M,264150, India,Oct,2013,Oct 2013
12375,Bengaluru,12,Platinum,Fuel,F,20530, India,Sep,2014,Sep 2014
12376,Delhi,21,Platinum,Fuel,M,169524, India,Jan,2014,Jan 2014
12377,Greater Mumbai,30,Silver,Entertainment,F,99928, India,Nov,2014,Nov 2014
12378,Bengaluru,5,Gold,Grocery,F,265467, India,Apr,2014,Apr 2014
12379,Bengaluru,6,Silver,Entertainment,F,163191, India,Feb,2015,Feb 2015
12380,Greater Mumbai,11,Silver,Food,F,117735, India,Dec,2013,Dec 2013
12381,Delhi,22,Gold,Food,F,186244, India,Nov,2013,Nov 2013
12382,Ahmedabad,7,Gold,Food,F,56799, India,May,2015,May 2015
12383,Ahmedabad,6,Silver,Food,F,34627, India,Oct,2013,Oct 2013
12384,Delhi,1,Platinum,Grocery,M,97283, India,Nov,2014,Nov 2014
12385,Ahmedabad,22,Gold,Grocery,F,16271, India,Feb,2014,Feb 2014
12386,Greater Mumbai,28,Silver,Fuel,M,245226, India,Jun,2014,Jun 2014
12387,Ahmedabad,16,Silver,Entertainment,F,220932, India,May,2014,May 2014
12388,Ahmedabad,23,Gold,Bills,F,6309, India,Jan,2014,Jan 2014
12389,Greater Mumbai,22,Silver,Fuel,F,121194, India,Sep,2014,Sep 2014
12390,Delhi,21,Silver,Grocery,F,102513, India,Apr,2015,Apr 2015
12391,Delhi,6,Platinum,Food,F,245554, India,Apr,2014,Apr 2014
12392,Ahmedabad,23,Silver,Fuel,F,199159, India,Jan,2014,Jan 2014
12393,Greater Mumbai,9,Platinum,Bills,F,186126, India,Feb,2014,Feb 2014
